id,sku,qty
z02813,s0313,6
z02814,s0314,7
z02815,s0315,8
z02816,s0316,9
z02817,s0317,1
z02818,s0318,2
z02819,s0319,3
z02820,s0320,4
z02821,s0321,5
z02822,nope,6
z02823,s0323,7
z02824,s0324,8
z02825,s0325,9
z02826,s0326,1
z02827,s0327,2
z02828,s0328,3
z02829,s0329,4
z02830,s0330,5
z02831,s0331,6
z02832,s0332,7
z02833,s0333,8
z02834,s0334,9
z02835,s0335,1
z02836,s0336,2
z02837,s0337,3
z02838,s0338,4
z02839,nope,5
z02840,s0340,6
z02841,s0341,7
z02842,s0342,8
z02843,s0343,9
z02844,s0344,1
z02845,s0345,2
z02846,s0346,3
z02847,s0347,4
z02848,s0348,5
z02849,s0349,6
z02850,s0350,7
z02851,s0351,8
z02852,s0352,9
z02853,s0353,1
z02854,s0354,2
z02855,s0355,3
z02856,nope,4
z02857,s0357,5
z02858,s0358,6
z02859,s0359,7
z02860,s0360,8
z02861,s0361,9
z02862,s0362,1
z02863,s0363,2
z02864,s0364,3
z02865,s0365,4
z02866,s0366,5
z02867,s0367,6
z02868,s0368,7
z02869,s0369,8
z02870,s0370,9
z02871,s0371,1
z02872,s0372,2
z02873,nope,3
z02874,s0374,4
z02875,s0375,5
z02876,s0376,6
z02877,s0377,7
z02878,s0378,8
z02879,s0379,9
z02880,s0380,1
z02881,s0381,2
z02882,s0382,3
z02883,s0383,4
z02884,s0384,5
z02885,s0385,6
z02886,s0386,7
z02887,s0387,8
z02888,s0388,9
z02889,s0389,1
z02890,nope,2
z02891,s0391,3
z02892,s0392,4
z02893,s0393,5
z02894,s0394,6
z02895,s0395,7
z02896,s0396,8
z02897,s0397,9
z02898,s0398,1
z02899,s0399,2
z02900,s0400,3
z02901,s0401,4
z02902,s0402,5
z02903,s0403,6
z02904,s0404,7
z02905,s0405,8
z02906,s0406,9
z02907,nope,1
z02908,s0408,2
z02909,s0409,3
z02910,s0410,4
z02911,s0411,5
z02912,s0412,6
z02913,s0413,7
z02914,s0414,8
z02915,s0415,9
z02916,s0416,1
z02917,s0417,2
z02918,s0418,3
z02919,s0419,4
z02920,s0420,5
z02921,s0421,6
z02922,s0422,7
z02923,s0423,8
z02924,nope,9
z02925,s0425,1
z02926,s0426,2
z02927,s0427,3
z02928,s0428,4
z02929,s0429,5
z02930,s0430,6
z02931,s0431,7
z02932,s0432,8
z02933,s0433,9
z02934,s0434,1
z02935,s0435,2
z02936,s0436,3
z02937,s0437,4
z02938,s0438,5
z02939,s0439,6
z02940,s0440,7
z02941,nope,8
z02942,s0442,9
z02943,s0443,1
z02944,s0444,2
z02945,s0445,3
z02946,s0446,4
z02947,s0447,5
z02948,s0448,6
z02949,s0449,7
z02950,s0450,8
z02951,s0451,9
z02952,s0452,1
z02953,s0453,2
z02954,s0454,3
z02955,s0455,4
z02956,s0456,5
z02957,s0457,6
z02958,nope,7
z02959,s0459,8
z02960,s0460,9
z02961,s0461,1
z02962,s0462,2
z02963,s0463,3
z02964,s0464,4
z02965,s0465,5
z02966,s0466,6
z02967,s0467,7
z02968,s0468,8
z02969,s0469,9
z02970,s0470,1
z02971,s0471,2
z02972,s0472,3
z02973,s0473,4
z02974,s0474,5
z02975,nope,6
z02976,s0476,7
z02977,s0477,8
z02978,s0478,9
z02979,s0479,1
z02980,s0480,2
z02981,s0481,3
z02982,s0482,4
z02983,s0483,5
z02984,s0484,6
z02985,s0485,7
z02986,s0486,8
z02987,s0487,9
z02988,s0488,1
z02989,s0489,2
z02990,s0490,3
z02991,s0491,4
z02992,nope,5
z02993,s0493,6
z02994,s0494,7
z02995,s0495,8
z02996,s0496,9
z02997,s0497,1
z02998,s0498,2
z02999,s0499,3
z03000,s0500,4
z03001,s0501,5
z03002,s0502,6
z03003,s0503,7
z03004,s0504,8
z03005,s0505,9
z03006,s0506,1
z03007,s0507,2
z03008,s0508,3
z03009,nope,4
z03010,s0510,5
z03011,s0511,6
z03012,s0512,7
z03013,s0513,8
z03014,s0514,9
z03015,s0515,1
z03016,s0516,2
z03017,s0517,3
z03018,s0518,4
z03019,s0519,5
z03020,s0520,6
z03021,s0521,7
z03022,s0522,8
z03023,s0523,9
z03024,s0524,1
z03025,s0525,2
z03026,nope,3
z03027,s0527,4
z03028,s0528,5
z03029,s0529,6
z03030,s0530,7
z03031,s0531,8
z03032,s0532,9
z03033,s0533,1
z03034,s0534,2
z03035,s0535,3
z03036,s0536,4
z03037,s0537,5
z03038,s0538,6
z03039,s0539,7
z03040,s0540,8
z03041,s0541,9
z03042,s0542,1
z03043,nope,2
z03044,s0544,3
z03045,s0545,4
z03046,s0546,5
z03047,s0547,6
z03048,s0548,7
z03049,s0549,8
z03050,s0550,9
z03051,s0551,1
z03052,s0552,2
z03053,s0553,3
z03054,s0554,4
z03055,s0555,5
z03056,s0556,6
z03057,s0557,7
z03058,s0558,8
z03059,s0559,9
z03060,nope,1
z03061,s0561,2
z03062,s0562,3
z03063,s0563,4
z03064,s0564,5
z03065,s0565,6
z03066,s0566,7
z03067,s0567,8
z03068,s0568,9
z03069,s0569,1
z03070,s0570,2
z03071,s0571,3
z03072,s0572,4
z03073,s0573,5
z03074,s0574,6
z03075,s0575,7
z03076,s0576,8
z03077,nope,9
z03078,s0578,1
z03079,s0579,2
z03080,s0580,3
z03081,s0581,4
z03082,s0582,5
z03083,s0583,6
z03084,s0584,7
z03085,s0585,8
z03086,s0586,9
z03087,s0587,1
z03088,s0588,2
z03089,s0589,3
z03090,s0590,4
z03091,s0591,5
z03092,s0592,6
z03093,s0593,7
z03094,nope,8
z03095,s0595,9
z03096,s0596,1
z03097,s0597,2
z03098,s0598,3
z03099,s0599,4
z03100,s0600,5
z03101,s0601,6
z03102,s0602,7
z03103,s0603,8
z03104,s0604,9
z03105,s0605,1
z03106,s0606,2
z03107,s0607,3
z03108,s0608,4
z03109,s0609,5
z03110,s0610,6
z03111,nope,7
z03112,s0612,8
z03113,s0613,9
z03114,s0614,1
z03115,s0615,2
z03116,s0616,3
z03117,s0617,4
z03118,s0618,5
z03119,s0619,6
z03120,s0620,7
z03121,s0621,8
z03122,s0622,9
z03123,s0623,1
z03124,s0624,2
z03125,s0625,3
z03126,s0626,4
z03127,s0627,5
z03128,nope,6
z03129,s0629,7
z03130,s0630,8
z03131,s0631,9
z03132,s0632,1
z03133,s0633,2
z03134,s0634,3
z03135,s0635,4
z03136,s0636,5
z03137,s0637,6
z03138,s0638,7
z03139,s0639,8
z03140,s0640,9
z03141,s0641,1
z03142,s0642,2
z03143,s0643,3
z03144,s0644,4
z03145,nope,5
z03146,s0646,6
z03147,s0647,7
z03148,s0648,8
z03149,s0649,9
z03150,s0650,1
z03151,s0651,2
z03152,s0652,3
z03153,s0653,4
z03154,s0654,5
z03155,s0655,6
z03156,s0656,7
z03157,s0657,8
z03158,s0658,9
z03159,s0659,1
z03160,s0660,2
z03161,s0661,3
z03162,nope,4
z03163,s0663,5
z03164,s0664,6
z03165,s0665,7
z03166,s0666,8
z03167,s0667,9
z03168,s0668,1
z03169,s0669,2
z03170,s0670,3
z03171,s0671,4
z03172,s0672,5
z03173,s0673,6
z03174,s0674,7
z03175,s0675,8
z03176,s0676,9
z03177,s0677,1
z03178,s0678,2
z03179,nope,3
z03180,s0680,4
z03181,s0681,5
z03182,s0682,6
z03183,s0683,7
z03184,s0684,8
z03185,s0685,9
z03186,s0686,1
z03187,s0687,2
z03188,s0688,3
z03189,s0689,4
z03190,s0690,5
z03191,s0691,6
z03192,s0692,7
z03193,s0693,8
z03194,s0694,9
z03195,s0695,1
z03196,nope,2
z03197,s0697,3
z03198,s0698,4
z03199,s0699,5
z03200,s0700,6
z03201,s0701,7
z03202,s0702,8
z03203,s0703,9
z03204,s0704,1
z03205,s0705,2
z03206,s0706,3
z03207,s0707,4
z03208,s0708,5
z03209,s0709,6
z03210,s0710,7
z03211,s0711,8
z03212,s0712,9
z03213,nope,1
z03214,s0714,2
z03215,s0715,3
z03216,s0716,4
z03217,s0717,5
z03218,s0718,6
z03219,s0719,7
z03220,s0720,8
z03221,s0721,9
z03222,s0722,1
z03223,s0723,2
z03224,s0724,3
z03225,s0725,4
z03226,s0726,5
z03227,s0727,6
z03228,s0728,7
z03229,s0729,8
z03230,nope,9
z03231,s0731,1
z03232,s0732,2
z03233,s0733,3
z03234,s0734,4
z03235,s0735,5
z03236,s0736,6
z03237,s0737,7
z03238,s0738,8
z03239,s0739,9
z03240,s0740,1
z03241,s0741,2
z03242,s0742,3
z03243,s0743,4
z03244,s0744,5
z03245,s0745,6
z03246,s0746,7
z03247,nope,8
z03248,s0748,9
z03249,s0749,1
z03250,s0750,2
z03251,s0751,3
z03252,s0752,4
z03253,s0753,5
z03254,s0754,6
z03255,s0755,7
z03256,s0756,8
z03257,s0757,9
z03258,s0758,1
z03259,s0759,2
z03260,s0760,3
z03261,s0761,4
z03262,s0762,5
z03263,s0763,6
z03264,nope,7
z03265,s0765,8
z03266,s0766,9
z03267,s0767,1
z03268,s0768,2
z03269,s0769,3
z03270,s0770,4
z03271,s0771,5
z03272,s0772,6
z03273,s0773,7
z03274,s0774,8
z03275,s0775,9
z03276,s0776,1
z03277,s0777,2
z03278,s0778,3
z03279,s0779,4
z03280,s0780,5
z03281,nope,6
z03282,s0782,7
z03283,s0783,8
z03284,s0784,9
z03285,s0785,1
z03286,s0786,2
z03287,s0787,3
z03288,s0788,4
z03289,s0789,5
z03290,s0790,6
z03291,s0791,7
z03292,s0792,8
z03293,s0793,9
z03294,s0794,1
z03295,s0795,2
z03296,s0796,3
z03297,s0797,4
z03298,nope,5
z03299,s0799,6
z03300,s0800,7
z03301,s0801,8
z03302,s0802,9
z03303,s0803,1
z03304,s0804,2
z03305,s0805,3
z03306,s0806,4
z03307,s0807,5
z03308,s0808,6
z03309,s0809,7
z03310,s0810,8
z03311,s0811,9
z03312,s0812,1
z03313,s0813,2
z03314,s0814,3
z03315,nope,4
z03316,s0816,5
z03317,s0817,6
z03318,s0818,7
z03319,s0819,8
z03320,s0820,9
z03321,s0821,1
z03322,s0822,2
z03323,s0823,3
z03324,s0824,4
z03325,s0825,5
z03326,s0826,6
z03327,s0827,7
z03328,s0828,8
z03329,s0829,9
z03330,s0830,1
z03331,s0831,2
z03332,nope,3
z03333,s0833,4
z03334,s0834,5
z03335,s0835,6
z03336,s0836,7
z03337,s0837,8
z03338,s0838,9
z03339,s0839,1
z03340,s0840,2
z03341,s0841,3
z03342,s0842,4
z03343,s0843,5
z03344,s0844,6
z03345,s0845,7
z03346,s0846,8
z03347,s0847,9
z03348,s0848,1
z03349,nope,2
z03350,s0850,3
z03351,s0851,4
z03352,s0852,5
z03353,s0853,6
z03354,s0854,7
z03355,s0855,8
z03356,s0856,9
z03357,s0857,1
z03358,s0858,2
z03359,s0859,3
z03360,s0860,4
z03361,s0861,5
z03362,s0862,6
z03363,s0863,7
z03364,s0864,8
z03365,s0865,9
z03366,nope,1
z03367,s0867,2
z03368,s0868,3
z03369,s0869,4
z03370,s0870,5
z03371,s0871,6
z03372,s0872,7
z03373,s0873,8
z03374,s0874,9
z03375,s0875,1
z03376,s0876,2
z03377,s0877,3
z03378,s0878,4
z03379,s0879,5
z03380,s0880,6
z03381,s0881,7
z03382,s0882,8
z03383,nope,9
z03384,s0884,1
z03385,s0885,2
z03386,s0886,3
z03387,s0887,4
z03388,s0888,5
z03389,s0889,6
z03390,s0890,7
z03391,s0891,8
z03392,s0892,9
z03393,s0893,1
z03394,s0894,2
z03395,s0895,3
z03396,s0896,4
z03397,s0897,5
z03398,s0898,6
z03399,s0899,7
z03400,nope,8
z03401,s0901,9
z03402,s0902,1
z03403,s0903,2
z03404,s0904,3
z03405,s0905,4
z03406,s0906,5
z03407,s0907,6
z03408,s0908,7
z03409,s0909,8
z03410,s0910,9
z03411,s0911,1
z03412,s0912,2
z03413,s0913,3
z03414,s0914,4
z03415,s0915,5
z03416,s0916,6
z03417,nope,7
z03418,s0918,8
z03419,s0919,9
z03420,s0920,1
z03421,s0921,2
z03422,s0922,3
z03423,s0923,4
z03424,s0924,5
z03425,s0925,6
z03426,s0926,7
z03427,s0927,8
z03428,s0928,9
z03429,s0929,1
z03430,s0930,2
z03431,s0931,3
z03432,s0932,4
z03433,s0933,5
z03434,nope,6
z03435,s0935,7
z03436,s0936,8
z03437,s0937,9
z03438,s0938,1
z03439,s0939,2
z03440,s0940,3
z03441,s0941,4
z03442,s0942,5
z03443,s0943,6
z03444,s0944,7
z03445,s0945,8
z03446,s0946,9
z03447,s0947,1
z03448,s0948,2
z03449,s0949,3
z03450,s0950,4
z03451,nope,5
z03452,s0952,6
z03453,s0953,7
z03454,s0954,8
z03455,s0955,9
z03456,s0956,1
z03457,s0957,2
z03458,s0958,3
z03459,s0959,4
z03460,s0960,5
z03461,s0961,6
z03462,s0962,7
z03463,s0963,8
z03464,s0964,9
z03465,s0965,1
z03466,s0966,2
z03467,s0967,3
z03468,nope,4
z03469,s0969,5
z03470,s0970,6
z03471,s0971,7
z03472,s0972,8
z03473,s0973,9
z03474,s0974,1
z03475,s0975,2
z03476,s0976,3
z03477,s0977,4
z03478,s0978,5
z03479,s0979,6
z03480,s0980,7
z03481,s0981,8
z03482,s0982,9
z03483,s0983,1
z03484,s0984,2
z03485,nope,3
z03486,s0986,4
z03487,s0987,5
z03488,s0988,6
z03489,s0989,7
z03490,s0990,8
z03491,s0991,9
z03492,s0992,1
z03493,s0993,2
z03494,s0994,3
z03495,s0995,4
z03496,s0996,5
z03497,s0997,6
z03498,s0998,7
z03499,s0999,8
z03500,s1000,9
z03501,s1001,1
z03502,nope,2
z03503,s1003,3
z03504,s1004,4
z03505,s1005,5
z03506,s1006,6
z03507,s1007,7
z03508,s1008,8
z03509,s1009,9
z03510,s1010,1
z03511,s1011,2
z03512,s1012,3
z03513,s1013,4
z03514,s1014,5
z03515,s1015,6
z03516,s1016,7
z03517,s1017,8
z03518,s1018,9
z03519,nope,1
z03520,s1020,2
z03521,s1021,3
z03522,s1022,4
z03523,s1023,5
z03524,s1024,6
z03525,s1025,7
z03526,s1026,8
z03527,s1027,9
z03528,s1028,1
z03529,s1029,2
z03530,s1030,3
z03531,s1031,4
z03532,s1032,5
z03533,s1033,6
z03534,s1034,7
z03535,s1035,8
z03536,nope,9
z03537,s1037,1
z03538,s1038,2
z03539,s1039,3
z03540,s1040,4
z03541,s1041,5
z03542,s1042,6
z03543,s1043,7
z03544,s1044,8
z03545,s1045,9
z03546,s1046,1
z03547,s1047,2
z03548,s1048,3
z03549,s1049,4
z03550,s1050,5
z03551,s1051,6
z03552,s1052,7
z03553,nope,8
z03554,s1054,9
z03555,s1055,1
z03556,s1056,2
z03557,s1057,3
z03558,s1058,4
z03559,s1059,5
z03560,s1060,6
z03561,s1061,7
z03562,s1062,8
z03563,s1063,9
z03564,s1064,1
z03565,s1065,2
z03566,s1066,3
z03567,s1067,4
z03568,s1068,5
z03569,s1069,6
z03570,nope,7
z03571,s1071,8
z03572,s1072,9
z03573,s1073,1
z03574,s1074,2
z03575,s1075,3
z03576,s1076,4
z03577,s1077,5
z03578,s1078,6
z03579,s1079,7
z03580,s1080,8
z03581,s1081,9
z03582,s1082,1
z03583,s1083,2
z03584,s1084,3
z03585,s1085,4
z03586,s1086,5
z03587,nope,6
z03588,s1088,7
z03589,s1089,8
z03590,s1090,9
z03591,s1091,1
z03592,s1092,2
z03593,s1093,3
z03594,s1094,4
z03595,s1095,5
z03596,s1096,6
z03597,s1097,7
z03598,s1098,8
z03599,s1099,9
z03600,s1100,1
z03601,s1101,2
z03602,s1102,3
z03603,s1103,4
z03604,nope,5
z03605,s1105,6
z03606,s1106,7
z03607,s1107,8
z03608,s1108,9
z03609,s1109,1
z03610,s1110,2
z03611,s1111,3
z03612,s1112,4
z03613,s1113,5
z03614,s1114,6
z03615,s1115,7
z03616,s1116,8
z03617,s1117,9
z03618,s1118,1
z03619,s1119,2
z03620,s1120,3
z03621,nope,4
z03622,s1122,5
z03623,s1123,6
z03624,s1124,7
z03625,s1125,8
z03626,s1126,9
z03627,s1127,1
z03628,s1128,2
z03629,s1129,3
z03630,s1130,4
z03631,s1131,5
z03632,s1132,6
z03633,s1133,7
z03634,s1134,8
z03635,s1135,9
z03636,s1136,1
z03637,s1137,2
z03638,nope,3
z03639,s1139,4
z03640,s1140,5
z03641,s1141,6
z03642,s1142,7
z03643,s1143,8
z03644,s1144,9
z03645,s1145,1
z03646,s1146,2
z03647,s1147,3
z03648,s1148,4
z03649,s1149,5
z03650,s1150,6
z03651,s1151,7
z03652,s1152,8
z03653,s1153,9
z03654,s1154,1
z03655,nope,2
z03656,s1156,3
z03657,s1157,4
z03658,s1158,5
z03659,s1159,6
z03660,s1160,7
z03661,s1161,8
z03662,s1162,9
z03663,s1163,1
z03664,s1164,2
z03665,s1165,3
z03666,s1166,4
z03667,s1167,5
z03668,s1168,6
z03669,s1169,7
z03670,s1170,8
z03671,s1171,9
z03672,nope,1
z03673,s1173,2
z03674,s1174,3
z03675,s1175,4
z03676,s1176,5
z03677,s1177,6
z03678,s1178,7
z03679,s1179,8
z03680,s1180,9
z03681,s1181,1
z03682,s1182,2
z03683,s1183,3
z03684,s1184,4
z03685,s1185,5
z03686,s1186,6
z03687,s1187,7
z03688,s1188,8
z03689,nope,9
z03690,s1190,1
z03691,s1191,2
z03692,s1192,3
z03693,s1193,4
z03694,s1194,5
z03695,s1195,6
z03696,s1196,7
z03697,s1197,8
z03698,s1198,9
z03699,s1199,1
z03700,s1200,2
z03701,s1201,3
z03702,s1202,4
z03703,s1203,5
z03704,s1204,6
z03705,s1205,7
z03706,nope,8
z03707,s1207,9
z03708,s1208,1
z03709,s1209,2
z03710,s1210,3
z03711,s1211,4
z03712,s1212,5
z03713,s1213,6
z03714,s1214,7
z03715,s1215,8
z03716,s1216,9
z03717,s1217,1
z03718,s1218,2
z03719,s1219,3
z03720,s1220,4
z03721,s1221,5
z03722,s1222,6
z03723,nope,7
z03724,s1224,8
z03725,s1225,9
z03726,s1226,1
z03727,s1227,2
z03728,s1228,3
z03729,s1229,4
z03730,s1230,5
z03731,s1231,6
z03732,s1232,7
z03733,s1233,8
z03734,s1234,9
z03735,s1235,1
z03736,s1236,2
z03737,s1237,3
z03738,s1238,4
z03739,s1239,5
z03740,nope,6
z03741,s1241,7
z03742,s1242,8
z03743,s1243,9
z03744,s1244,1
z03745,s1245,2
z03746,s1246,3
z03747,s1247,4
z03748,s1248,5
z03749,s1249,6
z03750,s1250,7
z03751,s1251,8
z03752,s1252,9
z03753,s1253,1
z03754,s1254,2
z03755,s1255,3
z03756,s1256,4
z03757,nope,5
z03758,s1258,6
z03759,s1259,7
z03760,s1260,8
z03761,s1261,9
z03762,s1262,1
z03763,s1263,2
z03764,s1264,3
z03765,s1265,4
z03766,s1266,5
z03767,s1267,6
z03768,s1268,7
z03769,s1269,8
z03770,s1270,9
z03771,s1271,1
z03772,s1272,2
z03773,s1273,3
z03774,nope,4
z03775,s1275,5
z03776,s1276,6
z03777,s1277,7
z03778,s1278,8
z03779,s1279,9
z03780,s1280,1
z03781,s1281,2
z03782,s1282,3
z03783,s1283,4
z03784,s1284,5
z03785,s1285,6
z03786,s1286,7
z03787,s1287,8
z03788,s1288,9
z03789,s1289,1
z03790,s1290,2
z03791,nope,3
z03792,s1292,4
z03793,s1293,5
z03794,s1294,6
z03795,s1295,7
z03796,s1296,8
z03797,s1297,9
z03798,s1298,1
z03799,s1299,2
z03800,s1300,3
z03801,s1301,4
z03802,s1302,5
z03803,s1303,6
z03804,s1304,7
z03805,s1305,8
z03806,s1306,9
z03807,s1307,1
z03808,nope,2
z03809,s1309,3
z03810,s1310,4
z03811,s1311,5
z03812,s1312,6
z03813,s1313,7
z03814,s1314,8
z03815,s1315,9
z03816,s1316,1
z03817,s1317,2
z03818,s1318,3
z03819,s1319,4
z03820,s1320,5
z03821,s1321,6
z03822,s1322,7
z03823,s1323,8
z03824,s1324,9
z03825,nope,1
z03826,s1326,2
z03827,s1327,3
z03828,s1328,4
z03829,s1329,5
z03830,s1330,6
z03831,s1331,7
z03832,s1332,8
z03833,s1333,9
z03834,s1334,1
z03835,s1335,2
z03836,s1336,3
z03837,s1337,4
z03838,s1338,5
z03839,s1339,6
z03840,s1340,7
z03841,s1341,8
z03842,nope,9
z03843,s1343,1
z03844,s1344,2
z03845,s1345,3
z03846,s1346,4
z03847,s1347,5
z03848,s1348,6
z03849,s1349,7
z03850,s1350,8
z03851,s1351,9
z03852,s1352,1
z03853,s1353,2
z03854,s1354,3
z03855,s1355,4
z03856,s1356,5
z03857,s1357,6
z03858,s1358,7
z03859,nope,8
z03860,s1360,9
z03861,s1361,1
z03862,s1362,2
z03863,s1363,3
z03864,s1364,4
z03865,s1365,5
z03866,s1366,6
z03867,s1367,7
z03868,s1368,8
z03869,s1369,9
z03870,s1370,1
z03871,s1371,2
z03872,s1372,3
z03873,s1373,4
z03874,s1374,5
z03875,s1375,6
z03876,nope,7
z03877,s1377,8
z03878,s1378,9
z03879,s1379,1
z03880,s1380,2
z03881,s1381,3
z03882,s1382,4
z03883,s1383,5
z03884,s1384,6
z03885,s1385,7
z03886,s1386,8
z03887,s1387,9
z03888,s1388,1
z03889,s1389,2
z03890,s1390,3
z03891,s1391,4
z03892,s1392,5
z03893,nope,6
z03894,s1394,7
z03895,s1395,8
z03896,s1396,9
z03897,s1397,1
z03898,s1398,2
z03899,s1399,3
z03900,s1400,4
z03901,s1401,5
z03902,s1402,6
z03903,s1403,7
z03904,s1404,8
z03905,s1405,9
z03906,s1406,1
z03907,s1407,2
z03908,s1408,3
z03909,s1409,4
z03910,nope,5
z03911,s1411,6
z03912,s1412,7
z03913,s1413,8
z03914,s1414,9
z03915,s1415,1
z03916,s1416,2
z03917,s1417,3
z03918,s1418,4
z03919,s1419,5
z03920,s1420,6
z03921,s1421,7
z03922,s1422,8
z03923,s1423,9
z03924,s1424,1
z03925,s1425,2
z03926,s1426,3
z03927,nope,4
z03928,s1428,5
z03929,s1429,6
z03930,s1430,7
z03931,s1431,8
z03932,s1432,9
z03933,s1433,1
z03934,s1434,2
z03935,s1435,3
z03936,s1436,4
z03937,s1437,5
z03938,s1438,6
z03939,s1439,7
z03940,s1440,8
z03941,s1441,9
z03942,s1442,1
z03943,s1443,2
z03944,nope,3
z03945,s1445,4
z03946,s1446,5
z03947,s1447,6
z03948,s1448,7
z03949,s1449,8
z03950,s1450,9
z03951,s1451,1
z03952,s1452,2
z03953,s1453,3
z03954,s1454,4
z03955,s1455,5
z03956,s1456,6
z03957,s1457,7
z03958,s1458,8
z03959,s1459,9
z03960,s1460,1
z03961,nope,2
z03962,s1462,3
z03963,s1463,4
z03964,s1464,5
z03965,s1465,6
z03966,s1466,7
z03967,s1467,8
z03968,s1468,9
z03969,s1469,1
z03970,s1470,2
z03971,s1471,3
z03972,s1472,4
z03973,s1473,5
z03974,s1474,6
z03975,s1475,7
z03976,s1476,8
z03977,s1477,9
z03978,nope,1
z03979,s1479,2
z03980,s1480,3
z03981,s1481,4
z03982,s1482,5
z03983,s1483,6
z03984,s1484,7
z03985,s1485,8
z03986,s1486,9
z03987,s1487,1
z03988,s1488,2
z03989,s1489,3
z03990,s1490,4
z03991,s1491,5
z03992,s1492,6
z03993,s1493,7
z03994,s1494,8
z03995,nope,9
z03996,s1496,1
z03997,s1497,2
z03998,s1498,3
z03999,s1499,4
z04000,s1500,5
z04001,s1501,6
z04002,s1502,7
z04003,s1503,8
z04004,s1504,9
z04005,s1505,1
z04006,s1506,2
z04007,s1507,3
z04008,s1508,4
z04009,s1509,5
z04010,s1510,6
z04011,s1511,7
z04012,nope,8
z04013,s1513,9
z04014,s1514,1
z04015,s1515,2
z04016,s1516,3
z04017,s1517,4
z04018,s1518,5
z04019,s1519,6
z04020,s1520,7
z04021,s1521,8
z04022,s1522,9
z04023,s1523,1
z04024,s1524,2
z04025,s1525,3
z04026,s1526,4
z04027,s1527,5
z04028,s1528,6
z04029,nope,7
z04030,s1530,8
z04031,s1531,9
z04032,s1532,1
z04033,s1533,2
z04034,s1534,3
z04035,s1535,4
z04036,s1536,5
z04037,s1537,6
z04038,s1538,7
z04039,s1539,8
z04040,s1540,9
z04041,s1541,1
z04042,s1542,2
z04043,s1543,3
z04044,s1544,4
z04045,s1545,5
z04046,nope,6
z04047,s1547,7
z04048,s1548,8
z04049,s1549,9
z04050,s1550,1
z04051,s1551,2
z04052,s1552,3
z04053,s1553,4
z04054,s1554,5
z04055,s1555,6
z04056,s1556,7
z04057,s1557,8
z04058,s1558,9
z04059,s1559,1
z04060,s1560,2
z04061,s1561,3
z04062,s1562,4
z04063,nope,5
z04064,s1564,6
z04065,s1565,7
z04066,s1566,8
z04067,s1567,9
z04068,s1568,1
z04069,s1569,2
z04070,s1570,3
z04071,s1571,4
z04072,s1572,5
z04073,s1573,6
z04074,s1574,7
z04075,s1575,8
z04076,s1576,9
z04077,s1577,1
z04078,s1578,2
z04079,s1579,3
z04080,nope,4
z04081,s1581,5
z04082,s1582,6
z04083,s1583,7
z04084,s1584,8
z04085,s1585,9
z04086,s1586,1
z04087,s1587,2
z04088,s1588,3
z04089,s1589,4
z04090,s1590,5
z04091,s1591,6
z04092,s1592,7
z04093,s1593,8
z04094,s1594,9
z04095,s1595,1
z04096,s1596,2
z04097,nope,3
z04098,s1598,4
z04099,s1599,5
z04100,s1600,6
z04101,s1601,7
z04102,s1602,8
z04103,s1603,9
z04104,s1604,1
z04105,s1605,2
z04106,s1606,3
z04107,s1607,4
z04108,s1608,5
z04109,s1609,6
z04110,s1610,7
z04111,s1611,8
z04112,s1612,9
z04113,s1613,1
z04114,nope,2
z04115,s1615,3
z04116,s1616,4
z04117,s1617,5
z04118,s1618,6
z04119,s1619,7
z04120,s1620,8
z04121,s1621,9
z04122,s1622,1
z04123,s1623,2
z04124,s1624,3
z04125,s1625,4
z04126,s1626,5
z04127,s1627,6
z04128,s1628,7
z04129,s1629,8
z04130,s1630,9
z04131,nope,1
z04132,s1632,2
z04133,s1633,3
z04134,s1634,4
z04135,s1635,5
z04136,s1636,6
z04137,s1637,7
z04138,s1638,8
z04139,s1639,9
z04140,s1640,1
z04141,s1641,2
z04142,s1642,3
z04143,s1643,4
z04144,s1644,5
z04145,s1645,6
z04146,s1646,7
z04147,s1647,8
z04148,nope,9
z04149,s1649,1
z04150,s1650,2
z04151,s1651,3
z04152,s1652,4
z04153,s1653,5
z04154,s1654,6
z04155,s1655,7
z04156,s1656,8
z04157,s1657,9
z04158,s1658,1
z04159,s1659,2
z04160,s1660,3
z04161,s1661,4
z04162,s1662,5
z04163,s1663,6
z04164,s1664,7
z04165,nope,8
z04166,s1666,9
z04167,s1667,1
z04168,s1668,2
z04169,s1669,3
z04170,s1670,4
z04171,s1671,5
z04172,s1672,6
z04173,s1673,7
z04174,s1674,8
z04175,s1675,9
z04176,s1676,1
z04177,s1677,2
z04178,s1678,3
z04179,s1679,4
z04180,s1680,5
z04181,s1681,6
z04182,nope,7
z04183,s1683,8
z04184,s1684,9
z04185,s1685,1
z04186,s1686,2
z04187,s1687,3
z04188,s1688,4
z04189,s1689,5
z04190,s1690,6
z04191,s1691,7
z04192,s1692,8
z04193,s1693,9
z04194,s1694,1
z04195,s1695,2
z04196,s1696,3
z04197,s1697,4
z04198,s1698,5
z04199,nope,6
z04200,s1700,7
z04201,s1701,8
z04202,s1702,9
z04203,s1703,1
z04204,s1704,2
z04205,s1705,3
z04206,s1706,4
z04207,s1707,5
z04208,s1708,6
z04209,s1709,7
z04210,s1710,8
z04211,s1711,9
z04212,s1712,1
z04213,s1713,2
z04214,s1714,3
z04215,s1715,4
z04216,nope,5
z04217,s1717,6
z04218,s1718,7
z04219,s1719,8
